PAIR_ID;NODE_ID_A;FRASE_A;NODE_ID_B;FRASE_B;RELATION_TYPE;CONFIDENCE
31;regolamento:3:2;Le elezioni, a eccezione di quelle di cui al Capo V e VII del presente Titolo, sono indette nei sei mesi precedenti la data di scadenza del mandato e devono concludersi entro la scadenza naturale del precedente mandato, salvo quanto previsto dall’art. 49, comma 3, dello Statuto per l’ipotesi di interruzione del mandato.;statuto:49:3;Fatto salvo quanto previsto dal comma successivo, nei sei mesi precedenti la scadenza del mandato di Rettore e dei responsabili eletti delle strutture didattiche, scientifiche e di servizio dell’Università, ovvero entro trenta giorni dall'interruzione del mandato di quest’ultimi, il decano dei professori ordinari, rispettivamente dell'Università e della struttura interessata, fissa la data delle elezioni. Le elezioni devono concludersi entro la scadenza naturale del precedente mandato, oppure entro sessanta giorni dalla avvenuta interruzione dello stesso. Il primo turno elettorale deve svolgersi almeno trenta giorni prima della scadenza del mandato. In caso di cessazione anticipata del mandato del Rettore la riunione del corpo elettorale di cui all’art. 12 deve essere tenuta entro trenta giorni dalla data di cessazione dalla carica, con esclusione dei giorni di vacanza accademica. 3.bis. Le elezioni per il rinnovo del mandato di Presidente di corso di studio si svolgono, di norma, dal 1° giugno al 30 luglio, previa indizione da parte del Presidente in carica. In caso di interruzione anticipata del mandato, il decano dei professori ordinari del Consiglio fissa la data delle elezioni per il rinnovo della carica, che devono concludersi entro sessanta giorni.;explicit_reference;1.0
32;regolamento:35:1;"Ai sensi dell’art. 14, comma 9, dello Statuto, il presente Capo disciplina le elezioni di cinque componenti interni del Consiglio di Amministrazione, di cui: a) quattro componenti individuati tra professori e ricercatori dell’Ateneo a tempo indeterminato e determinato in regime di tempo pieno; b) un componente appartenente al personale tecnico amministrativo dell’Ateneo a tempo indeterminato.";statuto:14:9;Il Regolamento Generale di Ateneo definisce le procedure per le elezioni dei componenti del personale docente, tecnico-amministrativo e dei rappresentanti degli studenti. 9.bis. L’elettorato attivo per i rappresentanti degli studenti è attribuito agli studenti regolarmente iscritti all’Università di Pisa e ai dottorandi regolarmente iscritti ai corsi di dottorato con sede amministrativa nell’Università di Pisa.;explicit_reference;1.0
33;regolamento:37:1;Per l’elezione dei componenti di cui al precedente art. 35, comma 1, lett. a), l’elettorato attivo spetta a tutti i professori e a tutti i ricercatori a tempo indeterminato e determinato in servizio presso l’Ateneo secondo il termine di cui all’art. 6, comma 2. L’elettorato passivo spetta ai professori e ai ricercatori a tempo indeterminato e determinato, in servizio presso l’Ateneo secondo il termine di cui all’art. 6, comma 2, inseriti nella rosa dei candidati definita dal Senato accademico ai sensi dell’art. 14 dello Statuto.;statuto:14;"Il Consiglio di Amministrazione è organo di governo, di indirizzo strategico e di controllo dell’Università. In particolare il Consiglio di Amministrazione: a. approva, a maggioranza dei suoi componenti, il Regolamento di Ateneo per l’Amministrazione, la Finanza e la Contabilità, nonché, previo parere del Senato accademico, gli altri regolamenti espressamente attribuiti alla sua competenza dalla normativa statale vigente; b. su proposta del Rettore e acquisito il parere del Senato accademico, approva i bilanci annuali e pluriennali di previsione e il documento di programmazione triennale; verifica la coerenza del conto consuntivo con gli indirizzi del bilancio di previsione e delibera la sua approvazione; c. trasmette al ministero dell’università e della ricerca e al ministero dell’economia e delle finanze sia il bilancio di previsione annuale e triennale sia il conto consuntivo; d. delibera, su proposta del Senato accademico o previo suo parere, l’attivazione, modifica o soppressione dei dipartimenti e delle scuole; e. delibera, su proposta del Senato accademico o previo suo parere, l’istituzione, l’attivazione, la soppressione o la disattivazione di corsi e sedi; inoltre esprime parere sui relativi ordinamenti didattici; f. approva le proposte di chiamata formulate dai dipartimenti, con specifico riferimento alla loro sostenibilità finanziaria; g. approva le richieste dei docenti di variazione di afferenza ai dipartimenti, sentiti il Senato accademico e i consigli dei dipartimenti stessi, previa verifica del fabbisogno dei dipartimenti interessati e sulla base dei criteri generali definiti dal Senato accademico e contenuti nel Regolamento generale di Ateneo; h. formula al Senato accademico il parere sui regolamenti di competenza dello stesso nonché sul codice etico; i. ha competenza disciplinare relativamente ai professori e ricercatori universitari, che esercita ai sensi dell’art. 41 e del relativo regolamento di attuazione; j. approva la programmazione del personale e definisce il fabbisogno di personale docente e tecnicoamministrativo per tutte le strutture dell’Ateneo; k. conferisce l’incarico di Direttore generale; l. delibera in ordine all’individuazione delle risorse materiali, economiche e finanziarie da destinare alle diverse finalità e alla loro ripartizione fra le strutture dell’Ateneo; m. abrogato; n. stabilisce, sentito il Nucleo di valutazione, i criteri generali necessari alla individuazione degli indicatori e delle priorità per la valutazione della gestione tecnico-amministrativa; o. esercita il controllo sulla funzionalità della gestione avvalendosi delle indicazioni del Nucleo di valutazione; p. approva le convenzioni e i contratti, anche attinenti alla costituzione di organismi associativi, per l’organizzazione dei servizi didattici e di ricerca; q. delibera il piano di sviluppo edilizio, le acquisizioni di immobili, nonché le alienazioni e le permute di beni immobili di proprietà dell’Ateneo, approvando i relativi interventi attuativi in conformità alle procedure stabilite dal Regolamento di Ateneo per l’Amministrazione, la Finanza e la Contabilità; r. determina, previo parere del Senato accademico, l’importo delle tasse e dei contributi dovuti dagli studenti. Il Consiglio di Amministrazione esercita inoltre tutte le altre attribuzioni che gli sono demandate dall’ordinamento universitario nazionale, dal presente Statuto e dai regolamenti. Il Consiglio di Amministrazione è composto da: a. il Rettore, che lo presiede; b. cinque componenti interni all’Ateneo, di cui uno appartenente al personale tecnico-amministrativo a tempo indeterminato, scelti tra personalità in possesso di comprovata ed elevata competenza in campo gestionale ovvero di specifica esperienza professionale di alto livello con una necessaria attenzione alla qualificazione scientifica e culturale, ovvero tra personalità scientifiche di livello internazionale; c. due componenti esterni all’Ateneo, scelti tra personalità anche straniere in possesso di comprovata ed elevata competenza in campo gestionale ovvero di specifica esperienza professionale di alto livello con una necessaria attenzione alla qualificazione scientifica e culturale, ovvero tra personalità scientifiche di livello internazionale; d. due rappresentanti degli studenti, eletti tra gli iscritti per la prima volta e non oltre il primo anno fuori corso ai corsi di laurea, laurea magistrale e dottorato di ricerca con sede amministrativa nell'Università di Pisa. I componenti esterni non devono appartenere ai ruoli dell’Ateneo almeno a decorrere dai tre anni precedenti alla loro designazione e non devono appartenervi per tutta la durata dell’incarico. I componenti interni, eccetto quello appartenente al personale tecnico-amministrativo, sono professori o ricercatori in regime di tempo pieno. La presentazione delle candidature dei componenti esterni avviene a seguito di avvisi pubblici; quella relativa ai componenti interni è disciplinata con apposito decreto rettorale. In entrambi i casi le candidature devono essere corredate da idoneo curriculum destinato ad ampia pubblicità. Con riguardo alle componenti interne, il Senato accademico provvede a formulare un giudizio di ammissibilità delle candidature tramite rigorosa verifica dei requisiti di competenza richiesti e definisce una rosa di almeno otto candidati per la componente docente e una di almeno due candidati per la componente del personale tecnico-amministrativo. Con riguardo alla componente esterna, una apposita commissione nominata dal Rettore, sulla base delle domande pervenute a seguito dell’avviso pubblico, valutata l’ammissibilità delle stesse, propone una rosa di almeno quattro candidati. In mancanza dei requisiti numerici suddetti o in mancanza di una rappresentanza di entrambi i generi nella rosa relativa a una componente, i termini per la presentazione delle candidature vengono riaperti per quella componente, secondo le regole definite nel Regolamento Generale di Ateneo. All’interno delle predette rose, il personale docente è eletto dai professori e ricercatori anche a tempo determinato; la componente del personale tecnico-amministrativo è eletta dal personale tecnicoamministrativo anche a tempo determinato, assunto con contratto non inferiore a due anni, compresi i collaboratori ed esperti linguistici. Per quanto riguarda i componenti esterni, il Senato accademico li designa all’interno della rosa corrispondente. Il Regolamento Generale di Ateneo definisce le procedure per le elezioni dei componenti del personale docente, tecnico-amministrativo e dei rappresentanti degli studenti. 9.bis. L’elettorato attivo per i rappresentanti degli studenti è attribuito agli studenti regolarmente iscritti all’Università di Pisa e ai dottorandi regolarmente iscritti ai corsi di dottorato con sede amministrativa nell’Università di Pisa. Il Consiglio di Amministrazione è nominato con decreto del Rettore. I componenti eletti o designati durano in carica tre anni accademici, fatta eccezione per i rappresentanti degli studenti che hanno un mandato di durata biennale. Il mandato è rinnovabile per una sola volta consecutivamente. Il Prorettore vicario e il Direttore generale partecipano senza diritto di voto alle sedute del Consiglio di Amministrazione.";explicit_reference;1.0
34;regolamento:42-bis:1;"Ai sensi dell’art. 20, comma 2, dello Statuto, il presente Capo disciplina le elezioni dei tre componenti interni all’Ateneo e dei relativi supplenti nel collegio di disciplina, di cui: a) un componente e il relativo supplente eletti tra i professori ordinari; b) un componente e il relativo supplente eletti tra i professori associati; c) un componente e il relativo supplente eletti tra i ricercatori a tempo indeterminato.";statuto:20:2;Il Collegio è composto da sette membri effettivi, di cui tre professori ordinari, due professori associati, due ricercatori e altrettanti membri supplenti, tutti a tempo indeterminato e in regime di impegno a tempo pieno. Quattro membri effettivi, di cui due professori ordinari, un professore associato e un ricercatore, e altrettanti membri supplenti devono appartenere ai ruoli di altro Ateneo. I membri esterni sono designati, tra una rosa di nominativi proposti dal Rettore, dal Senato accademico, che delibera a maggioranza della sua componente docente. I membri interni sono eletti da ciascuna componente dei docenti di ruolo, secondo le modalità stabilite nel Regolamento Generale di Ateneo. Nel rispetto del principio del giudizio fra pari, il Collegio giudica in composizione variabile secondo modalità definite in apposito regolamento di Ateneo.;explicit_reference;1.0
35;regolamento:44:3;Nel Consiglio Studentesco il numero di rappresentanti da eleggere per ciascuno dei sei settori culturali in cui sono inquadrati i dipartimenti in base all’allegato di cui all’art. 22, comma 14, dello Statuto è determinato, al momento dell’indizione delle elezioni, in proporzione al numero degli studenti iscritti ai corsi di studio afferenti ai dipartimenti del settore culturale.;statuto:22:14;L’elenco dei dipartimenti con i relativi settori scientifico-disciplinari e il loro inquadramento nei settori culturali costituisce allegato al presente Statuto.;explicit_reference;1.0
36;regolamento:45:4;Per le elezioni delle rappresentanze nel Consiglio Studentesco, gli studenti in possesso dell’elettorato attivo sono suddivisi in un numero di collegi pari al numero dei settori culturali in cui sono inquadrati i dipartimenti in base all’allegato di cui all’art. 22, comma 14, dello Statuto e in base all’afferenza dei singoli corsi ai dipartimenti o, nel caso di corsi interdipartimentali, al dipartimento di riferimento.;statuto:22:14;L’elenco dei dipartimenti con i relativi settori scientifico-disciplinari e il loro inquadramento nei settori culturali costituisce allegato al presente Statuto.;explicit_reference;1.0
37;regolamento:60-bis:1;Qualora nel biennio corrispondente a un mandato sia istituito un nuovo Corso di studio, gli studenti rappresentanti nel Consiglio di dipartimento di afferenza del corso, entro il 31 gennaio successivo al suo insediamento, designano, tra gli studenti iscritti al corso stesso, una rappresentanza studentesca in conformità a quanto previsto dall’art. 34, comma 3, dello Statuto di Ateneo. Nel caso di assenza di rappresentanti in carica nel Consiglio di dipartimento, tale compito viene assolto dai rappresentanti nel relativo Consiglio della scuola, ove presente, e, in mancanza anche di quest’ultimo, dal Consiglio Studentesco.;statuto:34:3;"La composizione del Consiglio si rinnova ogni anno con decorrenza dal 15 settembre sulla base della programmazione didattica approvata annualmente, salvo quanto previsto dal comma 4.bis secondo periodo, e comprende: a. i professori e ricercatori che svolgono attività didattica curriculare per almeno un modulo o un insegnamento nel corso di studio; b. i professori e ricercatori che non rientrano nella precedente lettera a., ma svolgono attività didattica curriculare per almeno 1 CFU nel corso di studio; c. i docenti esterni responsabili didattici di un modulo o di un insegnamento; d. per i corsi interuniversitari attivati in convenzione, i docenti appartenenti ad altri atenei che svolgono attività didattica curriculare per almeno 1 CFU nel corso di studio; e. una rappresentanza studentesca così suddivisa: i) nei corsi di laurea e nei corsi di laurea magistrale a ciclo unico, pari a sei studenti, elevabile a otto qualora il numero totale degli iscritti sia superiore a mille; ii) nei corsi di laurea magistrale, pari a quattro studenti, elevabile a sei qualora il numero totale degli iscritti sia superiore a cinquecento. I rappresentanti degli studenti durano in carica due anni e sono rieleggibili per una sola volta consecutivamente. Il Presidente di corso di studio può invitare a partecipare al Consiglio, senza diritto di voto, coloro che collaborano alle attività didattiche integrative del corso.";explicit_reference;1.0
38;regolamento:64:1;Ai sensi dell’art. 21, comma 3, dello Statuto, il presente Capo disciplina le elezioni per la composizione di ciascuna commissione scientifica di area.;statuto:21:3;La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;explicit_reference;1.0
39;regolamento:73:1;"Ai sensi dell’art. 25, comma 6, dello Statuto, il presente Capo disciplina le elezioni delle seguenti rappresentanze nel Consiglio di dipartimento: a) personale tecnico-amministrativo assegnato al dipartimento; b) dottorandi e specializzandi rispettivamente dei corsi di dottorato e delle scuole di specializzazione afferenti al dipartimento; c) assegnisti di ricerca del dipartimento.";statuto:25:6;Il numero e le modalità di elezione delle predette rappresentanze sono stabilite nel Regolamento Generale di Ateneo.;explicit_reference;1.0
40;regolamento:173;Ogni richiamo agli assegnisti di ricerca, contenuto nel presente regolamento, deve ritenersi riferito, ai sensi della normativa vigente, anche ai titolari dei contratti di ricerca.;statuto:54;abrogato. abrogato. abrogato. abrogato. abrogato. Ogni richiamo agli assegnisti di ricerca, contenuto nel presente statuto, deve ritenersi riferito, ai sensi della normativa vigente, anche ai titolari dei contratti di ricerca.;candidate_relation;0.15
41;regolamento:111;Per la validità delle riunioni si applica la disciplina in materia prevista nello Statuto. Le deliberazioni nelle commissioni sono prese a maggioranza assoluta dei componenti e trasmesse al competente ufficio dell’amministrazione centrale per gli adempimenti consequenziali.;statuto:51;"Le riunioni degli organi si svolgono in idoneo locale individuato dal Presidente e le stesse possono svolgersi anche in via telematica, secondo le modalità stabilite nei regolamenti di cui al comma 9 del presente articolo. Le riunioni degli organi sono valide se: a. tutti i componenti sono stati convocati mediante comunicazione scritta personale, anche in forma telematica, contenente l’indicazione dell’ordine del giorno e spedita, salvo casi di urgenza, almeno cinque giorni prima della riunione; b. sono presenti almeno la metà più uno, con arrotondamento in difetto, dei componenti. Nel computo per la determinazione del numero legale di cui al precedente comma, lettera b., non si tiene conto, a esclusione dei computi riguardanti il Senato accademico e il Consiglio di Amministrazione, di coloro che abbiano giustificato per iscritto la propria assenza e si tiene conto dei professori e ricercatori in aspettativa obbligatoria per situazioni di incompatibilità o in alternanza ai sensi dell’art. 17 del D.P.R. n. 382/1980 soltanto se intervengono alla riunione. Fatto salvo quanto previsto dai commi precedenti, nel computo per la determinazione del numero legale dei consigli di corso di studio si tiene conto dei docenti di cui all’art. 34, comma 3, lettere b., c., d. soltanto se intervengono alla riunione. L’ordine del giorno è stabilito dal Presidente e deve espressamente indicare le deliberazioni da assumere con maggioranza qualificata laddove prescritta. Nell’ordine del giorno devono essere anche inseriti gli argomenti la cui richiesta sia stata sottoscritta da almeno un quarto, arrotondato all’intero superiore, dei componenti del Collegio. Le deliberazioni sono prese a maggioranza dei presenti, salvo quando sia diversamente disposto. In caso di parità prevale il voto del Presidente. Nel calcolo delle maggioranze si tiene conto dei professori e ricercatori in aspettativa obbligatoria per situazioni di incompatibilità o in alternanza ai sensi dell’art. 17 del D.P.R. n. 382/1980, soltanto se intervengono alla riunione. Coloro che esprimono voto di astensione devono essere considerati tra i presenti. Le deliberazioni del Senato accademico e del Consiglio di Amministrazione e degli altri organi collegiali sono assunte in composizione plenaria salvo i casi in cui la normativa vigente disponga diversamente. In ogni caso, le deliberazioni del Consiglio di dipartimento aventi a oggetto le chiamate del personale docente sono assunte in composizione ristretta ai sensi della legislazione vigente. Sono altresì assunte in composizione ristretta le delibere sulle questioni riguardanti esclusivamente il merito scientifico dei docenti. Nessuno può presenziare alla discussione né concorrere alla deliberazione delle questioni che lo riguardano personalmente o che riguardano il coniuge, i parenti o affini entro il quarto grado. Le modalità di funzionamento degli organi sono disciplinate nei relativi regolamenti.";candidate_relation;0.35
42;regolamento:61;Le cariche di membro del Senato accademico e del Consiglio di Amministrazione sono fra loro incompatibili. Lo studente che viene eletto in entrambi i consessi dovrà esercitare l’opzione per l’uno o l’altro organo entro tre giorni dalla proclamazione, pena la decadenza dalla nomina in entrambi gli organi. Le cariche di cui al comma 1 sono inoltre incompatibili con la carica di componente nel Nucleo di valutazione dell’Ateneo, nonché con ogni altra carica prevista dall’art. 2, comma 1, lett. s) della Legge n. 240/2010.;statuto:50;"Ai sensi del presente articolo per carica si intende quella di Rettore, di componente del Senato accademico e del Consiglio di Amministrazione, di Prorettore e Delegato di cui all’art. 12, comma 2.ter, di Direttore di dipartimento, di Presidente della scuola interdipartimentale, di Direttore di centro di Ateneo di cui all’art. 39, di Presidente di Sistema di Ateneo di cui all’art. 38. Il Rettore e i componenti del Senato accademico e del Consiglio di Amministrazione non possono: a. ricoprire altre cariche, fatta eccezione per il Rettore limitatamente al Senato accademico e al Consiglio di Amministrazione e, per i direttori di dipartimento, limitatamente al Senato accademico, qualora risultino eletti a farne parte; b. ricoprire la carica di Rettore, far parte del Consiglio di Amministrazione, del Senato accademico, del nucleo di valutazione o del Collegio dei revisori dei conti anche di altre università, anche telematiche, o di istituti di istruzione superiore italiani o stranieri, pubblici o privati; c. ricoprire il ruolo di Direttore di scuola di specializzazione e ogni altro incarico incompatibile ai sensi della normativa vigente. Il Prorettore vicario, i prorettori e i delegati di cui all’art. 12, comma 2.ter, i direttori dei dipartimenti e dei centri di Ateneo, i presidenti delle scuole interdipartimentali e i presidenti dei sistemi di Ateneo non possono ricoprire un’altra carica di cui al comma 1. Il Rettore, il Prorettore vicario, i prorettori e i delegati di cui all’art. 12, comma 2.ter, e i direttori dei dipartimenti non possono inoltre assumere la presidenza di corsi di studio e di dottorato. In ogni caso non è possibile assumere la responsabilità di più strutture didattiche, scientifiche e di servizio della medesima tipologia. Chi, ricoprendo una carica in un organo dell’università, è eletto a una carica incompatibile con la prima deve optare entro tre giorni per una delle due cariche. Le cariche e il ruolo di dirigente amministrativo sono incompatibili con quella di membro del Nucleo di valutazione di Ateneo. La carica di componente del Collegio dei revisori dei conti non può essere conferita al personale dipendente dell’Università di Pisa.";candidate_relation;0.35
43;regolamento:71;La carica di membro delle commissioni scientifiche di area e quella di membro del Senato accademico e del Consiglio di Amministrazione sono fra loro incompatibili. Nel caso di incompatibilità sopravvenuta, l’interessato deve optare, entro tre giorni dalla proclamazione, per una delle due cariche, pena la decadenza dalla nomina alla nuova carica.;statuto:50;"Ai sensi del presente articolo per carica si intende quella di Rettore, di componente del Senato accademico e del Consiglio di Amministrazione, di Prorettore e Delegato di cui all’art. 12, comma 2.ter, di Direttore di dipartimento, di Presidente della scuola interdipartimentale, di Direttore di centro di Ateneo di cui all’art. 39, di Presidente di Sistema di Ateneo di cui all’art. 38. Il Rettore e i componenti del Senato accademico e del Consiglio di Amministrazione non possono: a. ricoprire altre cariche, fatta eccezione per il Rettore limitatamente al Senato accademico e al Consiglio di Amministrazione e, per i direttori di dipartimento, limitatamente al Senato accademico, qualora risultino eletti a farne parte; b. ricoprire la carica di Rettore, far parte del Consiglio di Amministrazione, del Senato accademico, del nucleo di valutazione o del Collegio dei revisori dei conti anche di altre università, anche telematiche, o di istituti di istruzione superiore italiani o stranieri, pubblici o privati; c. ricoprire il ruolo di Direttore di scuola di specializzazione e ogni altro incarico incompatibile ai sensi della normativa vigente. Il Prorettore vicario, i prorettori e i delegati di cui all’art. 12, comma 2.ter, i direttori dei dipartimenti e dei centri di Ateneo, i presidenti delle scuole interdipartimentali e i presidenti dei sistemi di Ateneo non possono ricoprire un’altra carica di cui al comma 1. Il Rettore, il Prorettore vicario, i prorettori e i delegati di cui all’art. 12, comma 2.ter, e i direttori dei dipartimenti non possono inoltre assumere la presidenza di corsi di studio e di dottorato. In ogni caso non è possibile assumere la responsabilità di più strutture didattiche, scientifiche e di servizio della medesima tipologia. Chi, ricoprendo una carica in un organo dell’università, è eletto a una carica incompatibile con la prima deve optare entro tre giorni per una delle due cariche. Le cariche e il ruolo di dirigente amministrativo sono incompatibili con quella di membro del Nucleo di valutazione di Ateneo. La carica di componente del Collegio dei revisori dei conti non può essere conferita al personale dipendente dell’Università di Pisa.";candidate_relation;0.35
44;regolamento:100;Le delibere degli organi collegiali sono pubblicate secondo le norme stabilite dalla regolamentazione di Ateneo, nel rispetto del diritto alla riservatezza. L’Università assicura, anche mediante appositi regolamenti, il diritto di accesso ai verbali degli organi collegiali.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
45;regolamento:101;"Con decreto del Rettore sono nominate le seguenti Commissioni permanenti miste fra Senato accademico e Consiglio di Amministrazione, allo scopo di trattare tematiche comuni: a) Commissione I - Didattica, attività studentesche e internazionalizzazione; b) Commissione II - Ricerca e trasferimento tecnologico; c) Commissione III - Politiche del personale; d) Commissione IV - Edilizia e impiantistica; e) Commissione V - Bilancio, programmazione e sviluppo. Ciascuna commissione di cui al comma 1, nell’ambito individualmente attribuito, ha compiti consultivi e istruttori nei confronti degli organi, ai quali può altresì proporre delibere. In caso di tematiche di interesse comune a più commissioni, le medesime possono essere convocate anche congiuntamente.";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
46;regolamento:102;Per materie particolari il Senato accademico e il Consiglio di Amministrazione possono deliberare l’istituzione di commissioni, anche partecipate da persone esterne agli organi e all’Ateneo, di durata non superiore a due anni accademici.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
47;regolamento:103;Le Commissioni di cui all’art. 101, fatta eccezione per la Commissione I, sono composte dal Presidente e da un numero di membri pari a dieci, individuati, su proposta del Rettore, dal Senato e dal Consiglio tra i propri componenti, in modo che risulti garantita la rappresentatività dei due organi e dei settori culturali. Di ciascuna commissione fa comunque parte un rappresentante del personale tecnico-amministrativo e un rappresentante degli studenti, designati tra i propri membri dalle stesse componenti congiunte del Senato accademico e del Consiglio di Amministrazione. Della Commissione Ricerca e trasferimento tecnologico fa comunque parte il rappresentante dei dottorandi. Della Commissione III - Politiche del Personale fa comunque parte un rappresentante dei ricercatori a tempo determinato. La Commissione I è composta pariteticamente da tutti i rappresentanti degli studenti nel Senato accademico e nel Consiglio di Amministrazione oltre al Presidente del Consiglio Studentesco e da un pari numero di docenti, compreso il Presidente, individuati, a eccezione di quest’ultimo, all’interno della componente nei due organi. È comunque consentito a tutti i membri del Senato accademico e del Consiglio di Amministrazione partecipare con diritto di parola, ma senza diritto di voto, alle sedute di qualsiasi commissione. I Prorettori e i Delegati del Rettore competenti per materia possono partecipare alle riunioni delle commissioni senza diritto di voto. Esperti della materia o del tema in discussione possono essere invitati dal Presidente a partecipare, senza diritto di voto, alle sedute di ciascuna commissione.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
48;regolamento:104;Tutte le commissioni sono presiedute dal Rettore o da un suo delegato.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
49;regolamento:105;Due assenze consecutive ingiustificate da parte di uno qualsiasi dei componenti di una commissione permanente (con esclusione del Presidente) comportano la decadenza automatica dalla carica. La sostituzione del decaduto avviene con le modalità di cui all’art. 103.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
50;regolamento:106;Ciascuna commissione permanente dispone di una segreteria, secondo la previsione contenuta nell’atto di nomina. Per ciascuna commissione permanente l’amministrazione assicura il servizio di segreteria secondo le modalità di organizzazione interne definite dal Direttore generale.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
